Date,crowd_level,crowd_status,User_satisfaction,Original_row_index
2018-06-24,0.42,Quiet,5.0,5541
2018-06-24,0.42,Quiet,5.0,5541
2018-06-24,0.42,Quiet,4.0,5541
2018-06-24,0.42,Quiet,5.0,5541
2018-06-24,0.42,Quiet,5.0,5541
2018-06-24,0.42,Quiet,5.0,5541
2018-06-24,0.42,Quiet,5.0,5541
2018-06-24,0.42,Quiet,2.0,5541
2018-06-24,0.42,Quiet,5.0,5541
2018-06-24,0.42,Quiet,5.0,5541
2018-06-24,0.42,Quiet,4.0,5541
2018-06-24,0.42,Quiet,5.0,5541
2018-06-24,0.42,Quiet,5.0,5541
2018-06-24,0.42,Quiet,5.0,5541
2018-06-24,0.42,Quiet,5.0,5541
2018-06-24,0.42,Quiet,1.0,5541
2018-06-24,0.42,Quiet,5.0,5541
2018-06-24,0.42,Quiet,5.0,5541
2018-06-23,0.61,Busy,4.0,5560
2018-06-23,0.61,Busy,5.0,5560
2018-06-23,0.61,Busy,4.0,5560
2018-06-23,0.61,Busy,5.0,5560
2018-06-23,0.61,Busy,5.0,5560
2018-06-23,0.61,Busy,5.0,5560
2018-06-23,0.61,Busy,5.0,5560
2018-06-23,0.61,Busy,4.0,5560
2018-06-23,0.61,Busy,5.0,5560
2018-06-23,0.61,Busy,5.0,5560
2018-06-23,0.61,Busy,5.0,5560
2018-06-23,0.61,Busy,3.0,5560
2018-06-23,0.61,Busy,5.0,5560
2018-06-22,0.41,Quiet,5.0,5573
2018-06-22,0.41,Quiet,3.0,5573
2018-06-22,0.41,Quiet,5.0,5573
2018-06-22,0.41,Quiet,4.0,5573
2018-06-22,0.41,Quiet,5.0,5573
2018-06-22,0.41,Quiet,5.0,5573
2018-06-22,0.41,Quiet,4.0,5573
2018-06-22,0.41,Quiet,5.0,5573
2018-06-22,0.41,Quiet,5.0,5573
2018-06-22,0.41,Quiet,5.0,5573
2018-06-22,0.41,Quiet,5.0,5573
2018-06-22,0.41,Quiet,5.0,5573
2018-06-22,0.41,Quiet,5.0,5573
2018-06-22,0.41,Quiet,3.0,5573
2018-06-22,0.41,Quiet,5.0,5573
2018-06-21,0.32,Quiet,5.0,5588
2018-06-21,0.32,Quiet,5.0,5588
2018-06-21,0.32,Quiet,5.0,5588
2018-06-21,0.32,Quiet,1.0,5588
2018-06-21,0.32,Quiet,5.0,5588
2018-06-21,0.32,Quiet,4.0,5588
2018-06-21,0.32,Quiet,5.0,5588
2018-06-21,0.32,Quiet,3.0,5588
2018-06-20,0.3,Quiet,5.0,5596
2018-06-20,0.3,Quiet,5.0,5596
2018-06-20,0.3,Quiet,4.0,5596
2018-06-20,0.3,Quiet,4.0,5596
2018-06-20,0.3,Quiet,5.0,5596
2018-06-20,0.3,Quiet,5.0,5596
2018-06-20,0.3,Quiet,5.0,5596
2018-06-20,0.3,Quiet,5.0,5596
2018-06-20,0.3,Quiet,5.0,5596
2018-06-20,0.3,Quiet,5.0,5596
2018-06-20,0.3,Quiet,5.0,5596
2018-06-20,0.3,Quiet,5.0,5596
2018-06-20,0.3,Quiet,5.0,5596
2018-06-20,0.3,Quiet,5.0,5596
2018-06-20,0.3,Quiet,5.0,5596
2018-06-20,0.3,Quiet,5.0,5596
2018-06-20,0.3,Quiet,5.0,5596
